name,type,color,sku,simples_skus,body_type,Color Description,description,neck,fingerboard,scale_length,body_material,pickups,bridge,tuning_machines,Options,msrp,visibility,country_of_manufacture,_attribute_set,_product_websites,custom_design,enable_googlecheckout,msrp_display_actual_price_type,msrp_enabled,options_container,price,short_description,status,tax_class_id,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided
 Rimini 12                          ,simple,IBL,RMG12-IBL,,semi_hollow_body,Italia Blue,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,IRD,RMG12-IRD,,semi_hollow_body,Italia Red,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,BK,RMG12-BK,,semi_hollow_body,Black,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,2TS,RMG12-2TS,,semi_hollow_body,2 Tone Sunburst,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,HSB,RMG12-HSB,,semi_hollow_body,Herritage Sunburst,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,CSB,RMG12-CSB,,semi_hollow_body,Cheery Sunburst,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,WHP,RMG12-WHP,,semi_hollow_body,White Pearloid,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,GRP,RMG12-GRP,,semi_hollow_body,Grey Pearloid,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,simple,RDP,RMG12-RDP,,semi_hollow_body,Red Pearloid,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia 12s Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The Rimini 12 string version is a powerhouse piece in your arsenal. A rich and unique sound will be just what the doctor ordered to capture that luxurious sound. The Wilkinson Mini-Humbuckers accentuate the rich chambered acoustic sound. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
 Rimini 12                          ,configurable,,RMG12,"RMG12-RDP,RMG12-GRP,RMG12-WHP,RMG12-CSB,RMG12-HSB,RMG12-2TS,RMG12-BK,RMG12-IRD,RMG12-IBL",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
